@relation 'matchadata-v2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,6-weka.filters.unsupervised.attribute.Remove-R3'

@attribute league {LCK,TCL,NAAc,EULCS,NALCS,LMS,CBLoL,LPL}
@attribute side {Blue,Red}
@attribute team {'Kingzone DragonX','KSV Esports','Kongdoo Monster',MVP,YouthCREW,'HWA Gaming','Afreeca Freecs','KT Rolster','SK Telecom T1','ROX Tigers','BBQ Olivers','Fenerbahce Esports','Dark Passage','Jin Air Green Wings','OpTic Academy','Team Liquid Academy','FlyQuest Academy','TSM Academy','CLG Academy','100 Thieves Academy','Golden Guardians Academy','Cloud9 Academy','Echo Fox Academy','Clutch Gaming Academy','G2 Esports',Misfits,H2K,Vitality,'Unicorns of Love','Giants Gaming',Roccat,'Schalke 04',Fnatic,Splyce,'Team Liquid','Team SoloMid','100 Thieves','OpTic Gaming','Clutch Gaming','Golden Guardians','Echo Fox',FlyQuest,'Counter Logic Gaming',Cloud9,'J Team','MAD Team','Hong Kong Attitude','AHQ e-Sports Club','INTZ e-Sports Club','Vivo Keyd','CNB e-Sports Club','KaBuM e-Sports','paiN Gaming','Team One e-Sports','Red Canids','ProGaming Esports',SuperMassive,'Royal Bandits e-sports',Galakticos,'Team AURORA','Team WE','Bilibili Gaming','Vici Gaming','Snake Esports','EDward Gaming','Funplus Phoenix',OMG,'Invictus Gaming','Royal Never Give Up','JD Gaming','LGD Gaming','Rogue Warriors','Topsports Gaming','Suning Gaming','Machi 17','Flash Wolves','Team Afro',G-Rex}
@attribute gamelength numeric
@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute teamdragkills numeric
@attribute elders numeric
@attribute herald numeric
@attribute teamtowerkills numeric
@attribute teambaronkills numeric
@attribute dmgtochamps numeric
@attribute wards numeric
@attribute totalgold numeric
@attribute earnedgpm numeric
@attribute cspm numeric
@attribute result {lose,win}

@data
EULCS,Red,'Giants Gaming',32.983333,4,11,10,0,0,1,0,0,46575,99,49434,844.978272,34.320364,lose
EULCS,Red,H2K,46.783333,16,18,47,1,0,?,5,1,152660,148,80429,1077.725686,31.742073,lose
EULCS,Red,'G2 Esports',30.65,1,11,4,0,0,0,1,0,31238,118,47178,882.290375,36.998369,lose
EULCS,Blue,'Schalke 04',41.183333,6,8,15,1,0,1,2,0,88718,186,67007,981.581546,33.727236,lose
EULCS,Red,Fnatic,54.283333,11,22,27,2,1,0,4,1,152443,200,93862,1091.727356,35.333129,lose
EULCS,Blue,Roccat,46.55,7,9,14,1,1,1,4,1,107617,224,78999,1055.475832,36.326531,lose
EULCS,Red,'Schalke 04',34,4,17,11,2,0,0,1,0,65677,149,53569,923.029412,35.176471,lose
EULCS,Red,Misfits,37.3,4,9,10,4,0,1,4,0,80770,146,59063,934.514745,33.806971,lose
EULCS,Red,Vitality,46.4,19,13,42,4,1,1,8,1,96657,192,81961,1124.702586,32.823276,lose
EULCS,Red,'Giants Gaming',47.266667,10,9,28,5,1,0,9,2,107060,208,85053,1158.275035,35.014104,lose
NAAc,Red,'Team Liquid Academy',32.65,7,17,15,2,0,0,3,0,41737,119,54807,1024.416539,35.712098,lose
NAAc,Red,'TSM Academy',38.1,8,11,22,2,0,1,3,0,83765,145,60917,950.703412,33.937008,lose
NAAc,Red,'Golden Guardians Academy',28.583333,4,13,9,3,0,0,2,0,43963,87,41855,804.104956,30.472303,lose
NAAc,Blue,'OpTic Academy',28.6,3,6,6,0,0,0,2,0,42432,97,45768,940.097902,34.86014,lose
NAAc,Red,'Clutch Gaming Academy',30.716667,9,8,27,1,0,0,2,0,60771,107,48406,919.025502,31.70917,lose
NAAc,Red,'OpTic Academy',33.05,3,10,6,2,0,1,0,0,32951,132,47673,788.75643,32.163389,lose
NAAc,Blue,'Cloud9 Academy',35.683333,7,16,15,2,0,1,6,1,42872,142,62046,1088.177487,35.366651,lose
NAAc,Red,'100 Thieves Academy',24.133333,2,21,6,0,0,0,0,0,19982,87,33833,732.820442,30.207182,lose
NAAc,Blue,'TSM Academy',41.75,8,23,25,1,0,0,3,2,89674,144,70377,1040.670659,34.083832,lose
NAAc,Blue,'Golden Guardians Academy',30.283333,9,6,25,3,0,1,5,0,51548,115,52896,1089.19978,35.531095,lose
LMS,Blue,G-Rex,33.15,5,17,15,0,0,0,0,0,52419,158,52181,920.518854,35.957768,lose
LMS,Red,'J Team',52.066667,9,14,24,2,1,?,3,1,128700,288,89124,1073.262484,35.320102,lose
LMS,Red,'J Team',34.516667,10,20,18,1,0,0,2,1,67442,160,57044,1000.728151,32.824722,lose
LMS,Blue,'Team Afro',45.883333,5,10,10,3,0,?,4,1,88888,222,72915,947.106429,33.606974,lose
LMS,Blue,'Machi 17',41,7,9,12,1,0,?,5,0,77594,151,71525,1098.902439,36,lose
LMS,Blue,'Machi 17',37.083333,6,23,14,0,0,?,2,0,81779,132,61511,1009.564045,34.247191,lose
LMS,Red,'J Team',36.283333,0,13,0,0,0,?,1,0,60018,169,60024,1004.334405,38.833257,lose
LMS,Blue,'J Team',32.15,3,16,6,1,0,0,0,0,52835,172,47416,819.975117,33.437014,lose
LMS,Red,'Machi 17',27.666667,1,13,0,0,0,0,1,0,32398,96,42711,881.963855,36.650602,lose
LMS,Blue,'Machi 17',29.866667,7,25,15,0,0,0,3,0,56051,137,47859,944.283482,31.941964,lose
LMS,Blue,'Hong Kong Attitude',35.383333,11,16,25,3,0,?,2,1,67227,194,59929,1042.762129,34.959962,lose
LMS,Blue,'J Team',37.15,0,11,0,0,0,1,3,0,38999,141,57833,907.650067,36.581427,lose
LMS,Red,'Hong Kong Attitude',35.7,9,16,23,0,0,1,3,0,78224,181,58083,976.37535,33.333333,lose
LMS,Blue,'MAD Team',33.916667,3,11,4,0,0,0,0,0,58545,161,53213,916.304668,34.289926,lose
LMS,Blue,'MAD Team',45.066667,10,16,24,2,1,?,8,1,97503,186,84436,1231.002959,34.637574,lose
NALCS,Red,'100 Thieves',31.166667,1,13,2,0,0,1,2,0,28962,93,44871,783.497326,32.085561,lose
NALCS,Red,FlyQuest,32.583333,4,11,10,1,0,0,1,0,38545,118,50212,886.741688,33.360614,lose
NALCS,Red,Cloud9,44.716667,15,18,35,2,0,?,8,2,111772,175,82814,1209.155423,34.975773,lose
NALCS,Red,'Echo Fox',37.1,12,24,31,1,0,1,4,1,86094,125,62676,1040.237197,32.102426,lose
NALCS,Red,'OpTic Gaming',26.433333,1,10,3,0,0,0,0,0,23135,102,38186,780.484237,31.361917,lose
LCK,Blue,'Kongdoo Monster',29.633333,6,9,19,1,0,0,0,0,29693,137,46032,894.884139,35.095613,lose
LCK,Red,'Kongdoo Monster',45.3,8,8,21,0,0,0,2,0,89207,205,74391,999.766004,35.871965,lose
LCK,Red,'BBQ Olivers',29.65,2,7,6,0,0,0,0,0,25223,150,45517,876.667791,35.682968,lose
LCK,Blue,'BBQ Olivers',39.933333,8,12,19,0,0,1,3,0,58335,208,66078,1008.200334,35.934891,lose
LCK,Red,'Jin Air Green Wings',37.2,13,11,40,1,0,0,0,0,84567,144,62409,1028.61828,35.887097,lose
LCK,Red,'SK Telecom T1',50.383333,6,14,18,4,2,0,4,1,78462,279,87881,1104.897122,37.82997,lose
LCK,Red,'Jin Air Green Wings',38.683333,1,13,1,0,0,0,0,0,56164,195,57870,848.37053,33.244291,lose
LCK,Blue,'KSV Esports',41.216667,11,15,34,1,0,?,4,0,80875,190,70121,1055.844723,34.961585,lose
LCK,Blue,MVP,39.95,9,13,13,1,0,?,3,0,61693,208,68185,1060.265332,37.146433,lose
LCK,Blue,'KSV Esports',27.616667,1,18,3,0,0,0,2,0,38133,122,42351,871.633072,33.132167,lose
NALCS,Red,'Team Liquid',29.1,3,15,7,0,0,0,3,0,36350,128,49454,1040.09622,39.656357,lose
NALCS,Blue,'OpTic Gaming',37.683333,11,16,27,0,0,1,3,0,77795,156,58579,905.938965,28.5272,lose
NALCS,Red,'Team SoloMid',46.383333,8,14,20,2,1,1,6,0,119821,182,79325,1068.495868,35.185052,lose
NALCS,Red,'Golden Guardians',38.116667,10,17,25,3,0,0,1,1,67724,144,59624,916.097945,30.852645,lose
NALCS,Blue,FlyQuest,43.45,3,6,11,1,0,0,6,0,110857,138,70658,982.47641,35.489068,lose
LMS,Red,'Team Afro',32.05,2,10,4,0,0,?,0,0,54226,168,48092,845.535101,35.25741,lose
LMS,Red,'Team Afro',41.716667,10,19,25,2,0,?,2,1,101615,273,71545,1069.989612,34.998002,lose
CBLoL,Red,'INTZ e-Sports Club',64.95,19,15,55,3,1,?,6,2,193862,232,112660,1101.34873,31.377983,lose
CBLoL,Red,'Red Canids',38.583333,11,15,26,3,0,0,4,0,94277,130,64894,1034.203024,34.030238,lose
CBLoL,Blue,'INTZ e-Sports Club',35.483333,6,15,14,1,0,0,4,0,73197,125,55903,924.636919,32.437764,lose
CBLoL,Red,'ProGaming Esports',46.516667,6,13,22,3,1,0,5,1,91836,202,74919,968.960229,31.365102,lose
CBLoL,Red,'paiN Gaming',42.933333,8,15,26,1,0,0,8,2,79924,175,70906,1007.440994,30,lose
CBLoL,Blue,'paiN Gaming',48.933333,2,8,6,0,0,0,4,1,78323,221,73376,859.348774,31.655313,lose
CBLoL,Red,'Team One e-Sports',32.966667,11,19,31,0,0,0,3,0,67929,116,55530,1030.628918,32.275025,lose
CBLoL,Blue,'Team One e-Sports',29.033333,6,12,16,0,0,1,1,0,44767,108,45119,894.578645,30,lose
CBLoL,Red,'KaBuM e-Sports',26.466667,10,17,20,1,0,0,5,0,43309,105,47266,1121.803526,31.964736,lose
CBLoL,Blue,'KaBuM e-Sports',26.466667,8,16,16,0,0,0,2,0,47656,89,41727,912.521411,30.944584,lose
TCL,Red,YouthCREW,29.05,3,11,3,0,0,0,2,0,49951,92,44869,885.108434,33.975904,lose
TCL,Red,Galakticos,19.933333,2,15,1,0,0,0,0,0,19020,49,27455,696.210702,27.29097,lose
TCL,Red,'Dark Passage',32,5,10,11,1,0,0,1,0,44521,106,48353,855.96875,33.28125,lose
TCL,Red,SuperMassive,42.283333,13,13,32,3,0,?,6,2,100207,181,73043,1082.875838,32.613323,lose
TCL,Red,'Fenerbahce Esports',34.433333,4,9,10,1,0,1,3,0,39518,116,53898,913.266215,34.530494,lose
TCL,Blue,Galakticos,27.316667,8,20,18,0,0,?,1,0,40871,91,42754,902.679683,32.178157,lose
TCL,Blue,'Royal Bandits e-sports',34.6,11,13,23,2,0,?,3,0,77001,145,55291,946.179191,33.641618,lose
TCL,Blue,'Dark Passage',30.1,4,13,10,0,0,0,1,0,30382,107,46103,873.880399,33.853821,lose
LPL,Blue,'Bilibili Gaming',38.783333,8,13,23,3,?,?,5,?,?,?,68984,?,?,lose
LPL,Red,'Rogue Warriors',29.366667,3,16,9,0,?,?,0,?,?,?,45491,?,?,lose
LPL,Red,'Bilibili Gaming',34.183333,1,13,2,0,?,?,2,?,?,?,55914,?,?,lose
LPL,Red,'EDward Gaming',36.783333,0,8,0,0,?,?,2,?,?,?,60504,?,?,lose
LPL,Blue,'EDward Gaming',32.2,0,9,0,0,?,?,0,?,?,?,47048,?,?,lose
LPL,Blue,'Topsports Gaming',41.066667,12,19,28,0,?,?,2,?,?,?,70113,?,?,lose
LPL,Red,'Topsports Gaming',28.9,1,13,2,0,?,?,2,?,?,?,45532,?,?,lose
LPL,Blue,'EDward Gaming',27.383333,3,14,6,0,?,?,1,?,?,?,43449,?,?,lose
LPL,Blue,'EDward Gaming',38.466667,10,12,27,1,?,?,2,?,?,?,62389,?,?,lose
LPL,Red,'LGD Gaming',25.85,3,20,5,0,?,?,0,?,?,?,37774,?,?,lose
LPL,Blue,'LGD Gaming',31.833333,12,26,26,0,?,?,0,?,?,?,53894,?,?,lose
LPL,Red,'LGD Gaming',38.383333,1,11,3,1,?,?,0,?,?,?,59836,?,?,lose
LPL,Blue,'LGD Gaming',42.466667,12,19,24,1,?,?,3,?,?,?,72207,?,?,lose
LPL,Red,'Suning Gaming',25.1,3,10,5,1,?,?,1,?,?,?,39606,?,?,lose
LPL,Blue,'Suning Gaming',54.6,12,9,39,2,?,?,4,?,?,?,100226,?,?,lose
LPL,Blue,OMG,26.266667,1,12,2,0,?,?,0,?,?,?,36974,?,?,lose
LPL,Red,OMG,29.583333,5,19,7,0,?,?,1,?,?,?,45198,?,?,lose
LPL,Red,'Suning Gaming',67.9,8,14,15,7,?,?,10,?,?,?,119601,?,?,lose
LPL,Red,'Snake Esports',31.816667,2,19,4,0,?,?,1,?,?,?,50609,?,?,lose
LPL,Red,'Snake Esports',31.816667,2,19,4,0,?,?,1,?,?,?,50609,?,?,lose
LPL,Red,'JD Gaming',44.75,5,11,14,3,?,?,6,?,?,?,80032,?,?,lose
LPL,Blue,'JD Gaming',38.683333,13,24,37,0,?,?,3,?,?,?,62455,?,?,lose
LPL,Blue,'Team WE',50.933333,16,20,34,3,?,?,7,?,?,?,90435,?,?,lose
LPL,Blue,'Topsports Gaming',42.366667,7,13,16,2,?,?,5,?,?,?,70832,?,?,lose
LPL,Red,'Topsports Gaming',35.766667,2,15,4,1,?,?,2,?,?,?,56666,?,?,lose
LPL,Blue,'Vici Gaming',29.6,7,18,15,0,?,?,2,?,?,?,47495,?,?,lose
LPL,Red,'Royal Never Give Up',32.15,11,14,28,1,?,?,4,?,?,?,57142,?,?,lose
LPL,Blue,'Vici Gaming',33.45,5,19,12,0,?,?,1,?,?,?,53833,?,?,lose
LCK,Blue,'SK Telecom T1',31.266667,4,15,8,2,0,1,1,0,33239,116,48375,891.102345,35.181237,lose
LCK,Red,'SK Telecom T1',26.35,4,21,7,0,0,0,0,0,35385,96,39744,844.01518,31.309298,lose
LCK,Blue,'ROX Tigers',41.183333,16,16,43,3,0,1,8,2,88895,177,76283,1206.818292,31.760421,lose
LCK,Red,'ROX Tigers',43.733333,5,18,17,2,0,?,4,1,96727,189,73148,1029.082317,34.390244,lose
TCL,Blue,Galakticos,21.516667,4,21,9,0,0,0,0,0,21559,56,30841,757.310612,28.721921,lose
TCL,Red,'HWA Gaming',29.433333,3,9,9,0,0,0,1,0,18332,99,45021,870.774632,34.348811,lose
TCL,Red,SuperMassive,32.3,14,22,38,0,0,1,0,0,56100,113,52111,958.681115,31.393189,lose
TCL,Blue,'Team AURORA',50.65,12,27,26,2,1,1,6,1,83310,171,85288,1044.663376,31.707799,lose
LCK,Red,'Kongdoo Monster',28.166667,1,9,1,0,0,0,0,0,50054,98,42671,854.023669,35.573965,lose
LCK,Blue,'Kongdoo Monster',28.6,2,14,5,0,0,0,1,0,30939,105,43161,848.944056,33.286713,lose
LCK,Blue,'BBQ Olivers',45.583333,24,13,53,0,0,1,6,1,112271,258,81460,1144.826325,32.292505,lose
LCK,Red,'BBQ Olivers',35.8,5,10,7,0,0,0,2,0,55062,169,59350,1007.329609,37.402235,lose
LCK,Blue,'SK Telecom T1',38.716667,5,7,15,1,0,1,1,0,63255,151,59896,899.442101,34.429617,lose
LCK,Red,'SK Telecom T1',38.616667,2,15,3,3,0,?,2,0,57633,154,61990,957.581355,37.600345,lose
LCK,Red,'ROX Tigers',37.633333,3,12,8,2,0,0,1,0,56600,148,61711,991.179805,38.290523,lose
LCK,Blue,'ROX Tigers',33.766667,8,22,24,1,0,?,3,0,50548,153,53632,935.502468,32.517275,lose
EULCS,Blue,'Unicorns of Love',37.55,5,10,13,0,0,0,1,0,67962,168,57881,892.740346,34.460719,lose
EULCS,Blue,'Giants Gaming',34.516667,8,16,21,1,0,1,3,0,55453,143,56154,974.943506,33.520039,lose
EULCS,Blue,Misfits,31.7,7,9,18,3,0,1,3,0,51807,125,51736,976.580442,35.236593,lose
EULCS,Blue,'G2 Esports',39.85,13,9,36,2,0,1,5,0,79374,166,66128,1012.843162,32.747804,lose
EULCS,Red,Roccat,33.616667,0,10,0,0,0,0,1,0,32511,114,49683,824.936044,33.614279,lose
EULCS,Red,Misfits,32.633333,5,13,12,0,0,1,2,0,39725,126,50830,903.383044,33.891726,lose
EULCS,Blue,H2K,33.166667,0,12,0,0,0,0,2,1,37682,107,50790,877.809045,34.613065,lose
EULCS,Red,Vitality,29.366667,5,15,10,1,0,1,3,1,36831,107,49134,1014.197503,33.575482,lose
EULCS,Red,'Unicorns of Love',30.516667,1,11,1,0,0,0,2,0,21587,110,46197,856.672856,35.324959,lose
EULCS,Red,'G2 Esports',50.083333,10,14,32,1,1,1,4,0,102750,218,84483,1047.334443,36.179701,lose
LCK,Blue,MVP,39.133333,7,15,15,0,0,0,0,0,59567,181,67139,1068.434412,37.921635,lose
LCK,Blue,'Jin Air Green Wings',48.066667,10,18,34,1,0,0,2,0,136858,218,77026,961.814147,34.868239,lose
LCK,Blue,MVP,39.783333,3,14,8,0,0,1,4,0,65766,186,68096,1065.033934,36.497696,lose
LCK,Red,'KSV Esports',33.7,3,11,9,1,0,0,1,0,47385,122,55307,988.267062,36.023739,lose
LCK,Red,'KT Rolster',43.966667,8,11,20,3,1,0,3,1,80062,275,75012,1062.768764,35.754359,lose
LCK,Blue,'KT Rolster',36.066667,5,11,13,0,0,?,2,0,62038,175,60465,1026.271719,34.436229,lose
LCK,Red,'Kongdoo Monster',27.533333,2,10,3,0,0,0,0,0,28267,92,40754,818.121065,35.084746,lose
LCK,Blue,'Kongdoo Monster',40.75,9,15,22,1,0,?,4,1,62204,212,69821,1067.582822,35.92638,lose
LCK,Red,'BBQ Olivers',31.4,6,10,13,2,0,1,1,0,44617,133,50862,963.923567,36.050955,lose
LCK,Blue,'BBQ Olivers',25.616667,3,13,3,0,0,0,1,0,39525,93,39589,879.646064,33.493819,lose
NAAc,Red,'Clutch Gaming Academy',30.133333,3,15,8,1,0,0,3,0,31013,114,46852,897.09292,32.654867,lose
NAAc,Blue,'Echo Fox Academy',49.65,15,18,43,2,1,1,6,1,120214,165,88149,1135.653575,32.547835,lose
NAAc,Red,'TSM Academy',33.6,6,19,6,1,0,1,4,1,63714,132,57190,1049.071429,31.755952,lose
NAAc,Blue,'OpTic Academy',48.316667,12,18,31,1,1,0,8,1,85558,256,82333,1063.508796,31.810969,lose
NAAc,Blue,'OpTic Academy',22.966667,3,18,4,0,0,1,0,0,30081,78,32129,726.940494,30.043541,lose
NAAc,Blue,'FlyQuest Academy',28.366667,2,15,2,0,0,1,2,0,41090,105,45165,931.607521,35.182139,lose
NAAc,Blue,'Clutch Gaming Academy',28.15,5,12,16,0,0,?,0,0,31638,89,42015,831.587922,31.261101,lose
NAAc,Blue,'Team Liquid Academy',38.033333,7,14,21,1,0,0,1,0,55780,121,60501,942.50482,35.363716,lose
NAAc,Red,'Golden Guardians Academy',46.616667,16,26,47,4,0,1,7,2,109340,151,80977,1095.522345,31.383625,lose
CBLoL,Blue,'ProGaming Esports',35.733333,6,10,17,1,0,0,3,0,61715,158,54037,861.666045,30.279851,lose
CBLoL,Red,'ProGaming Esports',41.616667,7,7,13,0,0,?,5,1,65117,155,72038,1085.877453,37.052463,lose
CBLoL,Red,'Vivo Keyd',25,4,12,9,1,0,1,4,0,32617,99,41368,987.6,33.92,lose
CBLoL,Blue,'Vivo Keyd',36.35,12,20,31,0,0,1,6,1,77642,127,61911,1053.281981,31.416781,lose
CBLoL,Blue,'INTZ e-Sports Club',40.7,16,19,46,1,0,1,5,0,110354,200,68508,1037.385749,30.31941,lose
CBLoL,Red,'INTZ e-Sports Club',26.383333,3,9,3,0,0,0,2,0,36506,115,40795,882.011371,33.960834,lose
CBLoL,Blue,'paiN Gaming',46.633333,6,13,15,2,0,1,4,2,69984,186,82003,1116.91351,37.183703,lose
CBLoL,Red,'paiN Gaming',37.416667,8,16,28,0,0,0,0,1,52055,148,61409,992.391982,34.930958,lose
NALCS,Red,'Echo Fox',40.483333,5,9,12,3,0,1,4,0,86577,132,65653,975.690408,35.545492,lose
NALCS,Blue,FlyQuest,51.316667,14,20,38,2,1,1,9,3,108905,166,93693,1186.928223,30.613836,lose
NALCS,Blue,'OpTic Gaming',44.266667,5,16,9,1,0,0,6,2,64810,164,71147,964.106928,31.355422,lose
NALCS,Red,'Team Liquid',32.733333,2,10,5,2,0,1,1,0,28861,163,49791,867.01222,35.437882,lose
NALCS,Red,'Golden Guardians',24.75,3,10,9,0,0,0,2,0,30780,83,39110,912.525252,34.747475,lose
NALCS,Blue,'Echo Fox',31.033333,6,19,18,1,0,0,3,0,61502,98,53365,1063.198711,37.604726,lose
NALCS,Red,'Golden Guardians',41.5,5,16,10,2,0,1,6,0,96119,166,70268,1048,36.481928,lose
NALCS,Blue,'Clutch Gaming',32.983333,7,9,11,0,0,1,4,0,33722,145,52604,941.087418,30.894391,lose
NALCS,Blue,Cloud9,37.166667,5,14,15,1,0,0,3,0,47989,161,60354,974.798206,36.591928,lose
LPL,Blue,'JD Gaming',35.316667,4,13,9,0,?,?,3,?,?,?,55142,?,?,lose
LPL,Blue,'JD Gaming',33.283333,10,7,22,1,?,?,5,?,?,?,59879,?,?,lose
LPL,Blue,'Funplus Phoenix',49.416667,6,21,17,0,?,?,3,?,?,?,82945,?,?,lose
LPL,Red,'Funplus Phoenix',21.016667,3,19,6,0,?,?,0,?,?,?,28754,?,?,lose
LPL,Red,'Bilibili Gaming',32.1,9,10,20,1,?,?,3,?,?,?,53829,?,?,lose
LPL,Blue,'Bilibili Gaming',47.066667,21,29,52,2,?,?,6,?,?,?,85946,?,?,lose
LPL,Red,'LGD Gaming',29.35,3,10,5,0,?,?,0,?,?,?,45812,?,?,lose
LPL,Red,'Team WE',32.966667,4,13,12,2,?,?,3,?,?,?,54580,?,?,lose
LPL,Red,'LGD Gaming',32.7,7,18,16,1,?,?,1,?,?,?,54886,?,?,lose
LPL,Blue,OMG,25.25,4,14,9,0,?,?,0,?,?,?,38242,?,?,lose
LPL,Red,OMG,36.983333,6,15,12,2,?,?,5,?,?,?,64636,?,?,lose
LPL,Blue,OMG,48.233333,9,14,16,1,?,?,6,?,?,?,81731,?,?,lose
LPL,Blue,OMG,44.433333,14,13,37,1,?,?,5,?,?,?,77288,?,?,lose
LPL,Red,'EDward Gaming',33.666667,5,13,6,1,?,?,0,?,?,?,54858,?,?,lose
LPL,Blue,'Royal Never Give Up',34.35,5,15,14,2,?,?,2,?,?,?,57983,?,?,lose
LPL,Red,'EDward Gaming',27.633333,2,7,3,0,?,?,0,?,?,?,41991,?,?,lose
LPL,Red,'Funplus Phoenix',45.1,18,15,48,4,?,?,6,?,?,?,81272,?,?,lose
LPL,Red,'Suning Gaming',29.883333,6,16,13,0,?,?,0,?,?,?,44571,?,?,lose
LPL,Blue,'Funplus Phoenix',39.266667,8,19,17,2,?,?,7,?,?,?,67696,?,?,lose
LPL,Blue,'Suning Gaming',59.85,14,23,39,1,?,?,9,?,?,?,109248,?,?,lose
LPL,Blue,'Team WE',35.266667,3,15,9,0,?,?,1,?,?,?,58366,?,?,lose
LPL,Blue,'Suning Gaming',51.133333,21,22,55,3,?,?,8,?,?,?,87515,?,?,lose
LPL,Red,'JD Gaming',39.966667,5,9,13,1,?,?,2,?,?,?,66771,?,?,lose
LPL,Red,'Snake Esports',32.466667,4,14,10,0,?,?,0,?,?,?,52200,?,?,lose
LPL,Red,'JD Gaming',33.5,3,8,9,0,?,?,2,?,?,?,54741,?,?,lose
LPL,Red,'Topsports Gaming',34.15,7,14,15,0,?,?,2,?,?,?,55474,?,?,lose
LPL,Blue,'Topsports Gaming',41.683333,1,9,1,1,?,?,5,?,?,?,69353,?,?,lose
LPL,Blue,'Vici Gaming',42.8,9,11,23,1,?,?,2,?,?,?,69271,?,?,lose
LPL,Red,'Vici Gaming',26.55,2,11,5,0,?,?,0,?,?,?,39273,?,?,lose
NALCS,Blue,'OpTic Gaming',27,2,14,4,0,0,0,0,0,36774,99,39896,814.592593,33.518519,lose
LMS,Red,'J Team',46.633333,10,18,31,3,1,?,4,0,111152,170,82378,1124.954968,34.653324,lose
LMS,Blue,'J Team',32.85,2,8,5,0,0,1,4,0,38546,126,53791,983.525114,35.585997,lose
LMS,Red,'Hong Kong Attitude',33.583333,4,16,12,0,0,1,2,0,73907,133,57516,1059.602978,36.774194,lose
LMS,Red,'Hong Kong Attitude',50.2,15,16,29,3,1,0,8,1,124367,226,87290,1099.394422,32.50996,lose
LMS,Blue,'Team Afro',33,15,15,35,0,0,1,4,0,87353,129,55988,1042.848485,30.545455,lose
LMS,Red,'Team Afro',36.2,7,17,11,1,0,?,0,0,75407,161,54209,847.419889,32.154696,lose
LMS,Blue,'Flash Wolves',33.116667,4,16,8,1,0,1,0,0,34079,132,50283,864.748868,35.148465,lose
LMS,Red,'Flash Wolves',39.983333,6,9,19,2,0,1,5,0,84038,218,65035,980.08837,35.239683,lose
LMS,Red,'Team Afro',45.133333,6,10,16,1,0,0,2,0,67121,204,67096,844.085672,32.038405,lose
LMS,Red,'Team Afro',53.933333,14,12,31,1,0,0,5,2,98333,315,91699,1062.678616,33.15204,lose
LMS,Red,'Hong Kong Attitude',36.016667,6,14,15,2,0,1,4,1,77993,145,62128,1074.719112,36.760759,lose
LMS,Blue,'MAD Team',35.233333,8,14,24,0,0,0,6,1,56641,127,60949,1078.756859,34.342479,lose
LMS,Blue,'MAD Team',44.2,4,4,10,2,1,1,5,0,49496,202,73605,1022.095023,36.58371,lose
LCK,Red,'KSV Esports',35.533333,14,8,27,3,0,1,7,0,57825,154,70169,1323.956848,42.776735,win
LCK,Blue,'KSV Esports',32.95,11,8,26,1,0,1,11,1,75280,144,70918,1498.47041,39.848255,win
LCK,Blue,'Kongdoo Monster',29.5,10,0,25,2,0,1,8,0,39123,136,55810,1233.152542,39.152542,win
TCL,Blue,YouthCREW,31.366667,12,6,42,4,0,1,11,2,62602,164,63272,1361.241233,35.706695,win
LCK,Red,'Kongdoo Monster',43.983333,15,8,42,3,1,0,11,3,101009,212,88409,1366.72679,36.377416,win
LCK,Blue,'Afreeca Freecs',46.383333,11,4,26,2,1,?,9,3,75662,308,95879,1425.391304,41.696011,win
LCK,Blue,'KT Rolster',39.75,9,7,22,2,0,1,9,1,77864,225,79560,1354.842767,40.603774,win
LCK,Blue,'Afreeca Freecs',37.5,13,4,36,2,0,?,11,2,57080,161,76266,1385.013333,35.733333,win
LCK,Blue,'SK Telecom T1',44.4,14,4,45,3,1,?,8,1,101839,271,87907,1336.851351,38.333333,win
LCK,Blue,'ROX Tigers',31.7,13,6,23,3,0,1,11,1,69731,149,66316,1436.51735,39.495268,win
LCK,Blue,'SK Telecom T1',28.1,21,2,50,2,0,1,10,1,60976,135,62113,1549.3879,39.359431,win
LCK,Blue,'Kongdoo Monster',33.533333,5,2,15,3,0,1,11,2,30131,188,68470,1388.755467,37.157058,win
LCK,Blue,'BBQ Olivers',45.133333,10,2,28,2,0,1,11,1,74013,155,89620,1343.140325,39.903988,win
LCK,Red,'BBQ Olivers',39.783333,18,6,58,4,0,0,10,2,84558,216,82109,1417.266862,36.698785,win
TCL,Red,'Dark Passage',40.7,16,4,44,3,0,1,10,1,81943,190,76382,1230.850123,35.601966,win
LCK,Red,'KSV Esports',50.15,14,12,44,4,1,1,9,1,92954,207,99651,1347.581256,40.099701,win
LCK,Blue,'KSV Esports',27.433333,9,0,21,2,0,1,11,1,47374,123,59941,1522.738761,39.842041,win
NAAc,Red,'Team Liquid Academy',28.916667,14,7,32,0,0,0,9,1,58947,123,57469,1327.746398,33.994236,win
NAAc,Blue,'FlyQuest Academy',43.766667,16,12,42,1,0,?,11,2,112816,211,86064,1322.942879,35.003808,win
NAAc,Red,'100 Thieves Academy',28.65,17,0,52,2,0,0,11,1,62485,138,59676,1422.834206,34.066318,win
NAAc,Red,'Cloud9 Academy',40.65,13,12,43,2,1,0,11,1,91966,206,79797,1317.126691,36.063961,win
